801, -11.33, 22.23, -16.27
806, -11.17, 23.11, -16.71
813, -10.85, 24.34, -17.06
817, -10.64, 25.10, -17.22
823, -10.22, 26.17, -17.27
827, -9.93, 26.83, -17.26
833, -9.35, 27.59, -17.23
837, -8.89, 28.01, -17.03
843, -8.25, 28.74, -16.80
847, -7.77, 29.01, -16.57
852, -7.35, 29.28, -16.72
856, -7.23, 29.70, -16.92
862, -7.02, 30.36, -17.10
866, -6.86, 30.60, -17.21
872, -6.68, 30.89, -17.29
876, -6.56, 31.27, -17.27
882, -6.26, 32.02, -16.94
886, -6.03, 32.47, -16.61
892, -5.64, 32.97, -15.97
896, -5.36, 33.25, -15.46
902, -4.82, 33.55, -14.51
906, -4.26, 33.58, -13.59
912, -3.29, 33.11, -12.18
916, -2.74, 32.69, -11.28
923, -1.83, 32.10, -9.72
926, -1.36, 31.75, -8.92
933, -0.77, 31.05, -7.66
937, -0.55, 30.64, -7.05
943, -0.38, 30.10, -6.22
947, -0.08, 29.77, -5.48
952, 0.23, 29.84, -4.51
956, 0.40, 29.86, -3.85
962, 0.60, 29.83, -2.88
966, 0.77, 29.78, -2.14
972, 1.09, 29.58, -1.00
976, 1.34, 29.23, -0.27
982, 1.85, 28.56, 0.99
987, 2.33, 28.05, 2.02
992, 3.28, 27.90, 3.90
996, 4.02, 27.76, 5.27
1002, 5.13, 27.42, 7.23
1006, 5.77, 27.13, 8.43
1012, 6.65, 26.31, 10.19
1016, 7.00, 25.56, 10.92
1023, 7.60, 24.78, 12.09
1026, 8.02, 24.32, 12.93
1032, 8.70, 23.55, 14.40
1036, 9.03, 22.95, 15.23
1041, 9.44, 21.81, 16.49
1047, 9.96, 20.30, 18.03
1051, 10.24, 19.24, 19.00
1057, 10.58, 17.45, 20.35
1061, 10.70, 16.34, 20.94
1067, 10.77, 14.90, 21.64
1071, 10.85, 14.18, 22.35
1077, 10.81, 13.18, 23.11
1081, 10.72, 12.28, 23.40
1087, 10.58, 10.90, 23.83
1091, 10.44, 10.12, 24.10
1097, 10.08, 8.82, 24.54
1101, 9.87, 7.88, 24.79
1107, 9.54, 6.39, 25.19
1111, 9.22, 5.59, 25.44
1117, 8.62, 4.50, 26.04
1121, 8.15, 3.65, 26.30
1127, 7.45, 2.26, 26.63
1131, 6.89, 1.46, 26.80
1137, 5.95, 0.15, 27.31
1141, 5.31, -0.67, 27.50
1147, 4.32, -1.90, 27.73
1151, 3.62, -2.74, 27.91
1157, 2.59, -3.99, 28.24
1161, 1.85, -4.75, 28.41
1167, 0.73, -5.73, 28.60
1171, -0.03, -6.31, 28.72
1177, -1.20, -7.17, 28.95
1181, -1.99, -7.68, 29.12
1187, -3.14, -8.32, 29.46
1191, -3.94, -8.73, 29.75
1197, -5.27, -9.54, 30.35
1201, -6.12, -10.14, 30.75
1207, -7.47, -11.03, 31.26
1211, -8.38, -11.47, 31.61
1217, -9.70, -12.01, 32.18
1221, -10.63, -12.35, 32.55
1227, -12.13, -12.87, 33.03
1231, -13.21, -13.25, 33.25
1237, -14.81, -13.80, 33.53
1241, -15.88, -14.20, 33.80
1247, -17.38, -15.00, 34.11
1251, -18.34, -15.56, 34.24
1257, -19.69, -16.36, 34.35
1261, -20.58, -16.86, 34.47
1267, -21.90, -17.51, 34.75
1271, -22.82, -17.84, 34.97
1277, -24.31, -18.48, 35.18
1281, -25.17, -18.99, 35.23
1287, -26.33, -19.69, 35.10
1291, -27.12, -19.94, 34.93
1296, -28.07, -19.88, 35.01
1302, -29.15, -19.81, 35.12
1306, -29.90, -19.83, 35.18
1312, -31.05, -20.02, 35.17
1316, -31.81, -20.20, 35.10
1322, -32.89, -20.51, 34.90
1326, -33.57, -20.73, 34.70
1332, -34.47, -21.04, 34.32
1336, -34.99, -21.25, 34.02
1342, -35.69, -21.53, 33.60
1346, -36.11, -21.66, 33.33
1352, -36.69, -21.87, 32.85
1356, -36.97, -22.00, 32.57
1362, -37.47, -22.18, 32.05
1366, -37.75, -22.27, 31.73
1372, -38.09, -22.33, 31.27
1376, -38.28, -22.33, 30.96
1382, -38.53, -22.25, 30.46
1386, -38.67, -22.17, 30.10
1392, -38.88, -22.12, 29.54
1396, -38.99, -22.13, 29.12
1402, -39.13, -22.17, 28.46
1406, -39.19, -22.17, 28.02
1412, -39.20, -22.12, 27.34
1416, -39.07, -21.85, 26.77
1422, -38.94, -21.34, 25.92
1426, -38.89, -21.01, 25.42
1432, -38.82, -20.64, 24.79
1436, -38.72, -20.64, 24.37
1442, -38.44, -20.77, 23.54
1446, -38.26, -20.64, 23.11
1452, -38.06, -20.26, 22.48
1456, -37.75, -20.09, 21.80
1462, -37.48, -20.10, 21.18
1466, -37.42, -20.11, 20.83
1472, -37.24, -20.18, 19.82
1476, -37.04, -19.86, 18.84
1482, -36.78, -19.11, 17.63
1486, -36.65, -18.68, 16.93
1492, -36.33, -18.58, 15.70
1496, -36.19, -18.74, 15.16
1502, -35.97, -18.84, 14.50
1506, -35.74, -18.76, 14.08
1512, -35.21, -18.19, 13.13
1516, -34.96, -17.71, 12.60
1522, -34.49, -17.12, 11.84
1526, -34.21, -16.93, 11.44
1531, -33.88, -16.78, 10.92
1537, -33.37, -16.55, 10.24
1541, -32.98, -16.25, 9.79
1547, -32.28, -15.58, 8.69
1551, -31.87, -15.05, 7.99
1557, -31.38, -14.24, 6.86
1561, -31.06, -13.76, 6.07
1567, -30.54, -13.16, 4.75
1571, -30.19, -12.75, 3.96
1577, -29.58, -11.98, 2.98
1581, -29.14, -11.49, 2.55
1587, -28.51, -11.12, 2.10
1591, -28.14, -10.90, 1.81
1597, -27.60, -10.47, 1.44
1601, -27.21, -10.15, 1.17
1607, -26.61, -9.63, 0.74
1611, -26.18, -9.29, 0.39
1617, -25.45, -8.77, -0.24
1621, -24.75, -8.14, -0.77
1626, -23.83, -6.89, -1.68
1630, -23.23, -6.05, -2.32
1637, -22.33, -4.77, -3.38
1640, -21.84, -4.14, -4.00
1647, -21.07, -2.88, -5.06
1651, -20.60, -2.00, -5.61
1657, -19.89, -0.67, -6.27
1661, -19.39, 0.20, -6.62
1667, -18.56, 1.33, -6.94
1671, -18.01, 1.97, -7.08
1677, -17.25, 3.09, -7.28
1681, -16.80, 3.95, -7.50
1687, -16.12, 5.21, -7.83
1691, -15.64, 5.80, -7.96
1697, -15.02, 6.49, -8.24
1701, -14.60, 6.97, -8.44
1706, -13.93, 7.82, -8.67
1710, -13.49, 8.55, -8.78
1716, -12.71, 9.78, -9.03
1720, -12.31, 10.64, -9.69
1727, -11.68, 12.01, -10.72
1730, -11.36, 12.76, -11.26
1737, -10.78, 14.24, -12.15
1741, -10.43, 15.24, -12.63
1747, -9.94, 16.73, -13.24
1751, -9.63, 17.70, -13.61
1757, -9.17, 19.11, -14.05
1761, -8.87, 20.03, -14.30
1765, -8.53, 21.10, -14.60
1771, -7.91, 22.35, -14.72
1775, -7.42, 23.16, -14.66
1781, -6.71, 24.33, -14.51
1785, -6.16, 24.85, -14.33
1791, -5.48, 25.42, -14.38
1795, -5.04, 25.84, -14.47
1802, -4.23, 26.86, -14.67
1806, -3.74, 27.78, -14.66
1812, -3.02, 29.16, -14.53
1816, -2.54, 30.05, -14.43
1821, -1.84, 31.28, -14.30
1825, -1.42, 32.07, -14.25
1831, -0.89, 33.23, -14.22
1835, -0.53, 34.02, -14.19
1841, 0.10, 35.18, -13.98
1845, 0.43, 35.91, -13.94
1851, 0.85, 36.91, -13.97
1855, 1.09, 37.52, -14.03
1861, 1.39, 38.35, -14.13
1865, 1.55, 38.85, -14.21
1871, 1.85, 39.50, -14.23
1875, 1.99, 39.84, -14.31
1882, 2.29, 40.16, -14.41
1886, 2.43, 40.27, -14.49
1891, 2.54, 40.39, -14.66
1895, 2.78, 40.45, -14.55
1901, 3.12, 40.68, -14.34
1905, 3.20, 40.78, -14.37
1911, 3.20, 40.93, -14.49
1915, 3.18, 40.90, -14.59
1921, 3.04, 40.79, -14.81
1925, 2.82, 40.71, -14.99
1931, 2.59, 40.61, -15.11
1935, 2.42, 40.57, -15.15
1941, 2.55, 40.40, -14.72
1945, 2.51, 40.71, -14.48
1952, 2.35, 41.21, -14.18
1956, 2.19, 41.43, -14.03
1961, 1.88, 41.50, -13.92
1965, 1.65, 41.27, -13.90
1971, 1.39, 40.94, -13.66
1975, 1.38, 40.62, -13.27
1981, 1.63, 40.11, -12.35
1985, 1.93, 39.87, -11.56
1991, 2.69, 39.44, -9.95
1995, 3.23, 38.97, -8.75
2000, 3.79, 38.34, -7.40
2006, 4.29, 37.49, -6.03
2010, 4.47, 36.91, -5.41
2016, 5.03, 36.07, -4.10
2020, 5.49, 35.78, -3.12
2026, 6.13, 35.48, -1.68
2030, 6.42, 35.27, -0.92
2036, 6.70, 34.89, 0.04
2040, 6.81, 34.57, 0.63
2046, 6.80, 34.02, 1.33
2050, 6.60, 33.39, 1.54
2056, 6.42, 32.22, 2.06
2060, 6.41, 31.55, 2.43
2066, 6.61, 30.90, 3.09
2070, 6.96, 30.56, 3.87
2076, 7.49, 29.98, 5.10
2080, 7.70, 29.54, 5.71
2086, 8.02, 28.66, 6.80
2090, 8.16, 28.08, 7.42
2096, 8.24, 27.20, 8.17
2100, 8.29, 26.57, 8.74
2106, 8.43, 25.44, 9.83
2110, 8.48, 24.65, 10.54
2116, 8.41, 23.39, 11.49
2120, 8.22, 22.31, 11.98
2126, 7.83, 20.55, 12.60
2130, 7.53, 19.47, 12.89
2136, 7.08, 17.92, 13.25
2140, 6.82, 16.92, 13.50
2146, 6.44, 15.51, 13.87
2150, 6.14, 14.66, 14.02
2156, 5.56, 13.64, 14.17
2160, 5.24, 13.16, 14.36
2166, 4.90, 12.46, 14.91
2170, 4.64, 11.95, 15.17
2176, 3.94, 10.98, 15.32
2180, 3.45, 9.95, 15.47
2186, 2.73, 8.49, 15.73
2190, 2.22, 7.71, 15.82
2196, 1.39, 6.88, 16.08
2200, 0.85, 6.35, 16.22
2206, 0.02, 5.48, 16.36
2210, -0.60, 4.90, 16.48
2216, -1.66, 3.86, 16.63
2220, -2.33, 2.94, 16.83
2226, -3.29, 1.53, 17.30
2230, -3.88, 0.65, 17.78
2235, -4.60, -0.42, 18.33
2241, -5.45, -1.66, 18.98
2245, -5.98, -2.45, 19.39
2251, -6.73, -3.60, 20.12
2255, -7.17, -4.26, 20.61
2261, -7.79, -5.21, 21.24
2265, -8.19, -5.82, 21.63
2271, -8.73, -6.66, 22.29
2275, -9.12, -7.15, 22.78
2281, -9.75, -7.88, 23.36
2285, -10.15, -8.33, 23.64
2291, -10.71, -8.87, 23.96
2295, -11.12, -9.16, 24.21
2301, -11.75, -9.68, 24.78
2305, -12.12, -10.06, 25.17
2311, -12.64, -10.61, 25.86
2315, -13.00, -10.91, 26.32
2321, -13.56, -11.13, 27.10
2325, -13.91, -11.17, 27.65
2331, -14.50, -11.29, 28.49
2335, -14.87, -11.28, 28.91
2341, -15.29, -11.15, 29.71
2345, -15.60, -11.15, 30.36
2351, -16.14, -11.69, 31.36
2355, -16.49, -12.06, 32.05
2361, -16.98, -12.28, 33.29
2365, -17.32, -12.37, 34.15
2371, -17.93, -12.59, 35.45
2375, -18.41, -12.79, 36.22
2381, -19.09, -12.98, 37.35
2385, -19.56, -13.13, 38.11
2391, -20.23, -13.35, 39.11
2395, -20.69, -13.53, 39.78
2401, -21.39, -13.71, 40.87
2405, -21.88, -13.87, 41.61
2411, -22.64, -14.22, 42.96
2415, -23.09, -14.56, 43.81
2421, -23.77, -15.00, 45.11
2425, -24.24, -15.34, 45.94
2431, -24.96, -15.76, 47.17
2435, -25.48, -16.02, 47.92
2441, -26.24, -16.35, 48.91
2445, -26.76, -16.51, 49.60
2451, -27.54, -16.76, 50.68
2455, -28.03, -17.08, 51.38
2461, -28.79, -17.54, 52.52
2465, -29.31, -17.70, 53.33
2471, -30.06, -17.85, 54.66
2475, -30.62, -18.06, 55.55
2480, -31.30, -18.42, 56.65
2486, -32.19, -18.91, 57.99
2490, -32.74, -19.20, 58.77
2496, -33.54, -19.52, 59.83
2500, -34.06, -19.67, 60.49
2506, -34.83, -19.79, 61.50
2510, -35.35, -19.92, 62.12
2516, -36.09, -20.20, 62.89
2520, -36.57, -20.30, 63.43
2526, -37.28, -20.38, 64.16
2530, -37.75, -20.46, 64.57
2536, -38.42, -20.60, 65.04
2540, -38.75, -20.80, 65.19
2545, -39.00, -21.03, 65.22
2549, -39.12, -20.92, 65.11
2556, -39.27, -20.42, 65.28
2559, -39.48, -20.23, 65.43
2566, -39.97, -20.25, 65.68
2570, -40.26, -20.37, 65.81
2576, -40.64, -20.48, 65.90
2580, -40.87, -20.48, 65.89
2586, -41.18, -20.39, 65.81
2590, -41.38, -20.32, 65.73
2596, -41.70, -20.23, 65.54
2600, -41.91, -20.13, 65.38
2605, -42.22, -19.89, 65.10
2609, -42.44, -19.75, 64.83
2615, -42.79, -19.67, 64.33
2619, -43.02, -19.63, 64.01
2625, -43.28, -19.43, 63.59
2629, -43.45, -19.32, 63.24
2636, -43.72, -19.20, 62.58
2640, -43.86, -19.08, 62.14
2646, -44.10, -18.91, 61.40
2650, -44.27, -18.85, 60.88
2656, -44.53, -18.81, 60.03
2660, -44.68, -18.78, 59.41
2665, -44.88, -18.70, 58.43
2669, -44.99, -18.63, 57.74
2675, -45.13, -18.54, 56.65
2679, -45.18, -18.44, 55.91
2685, -45.24, -18.30, 54.74
2689, -45.25, -18.19, 53.93
2695, -45.25, -17.97, 52.73
2699, -45.25, -17.84, 51.92
2706, -45.25, -17.74, 50.60
2710, -45.25, -17.65, 49.79
2716, -45.24, -17.41, 48.60
2720, -45.25, -17.28, 47.83
2724, -45.25, -17.21, 46.89
2730, -45.24, -17.18, 45.75
2734, -45.21, -17.13, 45.00
2740, -45.13, -17.04, 43.91
2744, -45.06, -16.92, 43.20
2750, -44.93, -16.73, 42.18
2754, -44.83, -16.59, 41.49
2760, -44.65, -16.40, 40.45
2764, -44.51, -16.30, 39.74
2771, -44.26, -16.18, 38.57
2775, -44.07, -16.14, 37.83
2781, -43.71, -15.94, 36.75
2785, -43.41, -15.79, 35.98
2790, -43.02, -15.38, 34.80
2794, -42.73, -15.14, 33.96
2800, -42.15, -15.08, 32.41
2804, -41.72, -14.69, 31.25
2810, -41.11, -14.12, 29.56
2814, -40.74, -13.65, 28.51
2820, -40.20, -12.95, 26.96
2824, -39.83, -12.44, 26.09
2830, -39.40, -11.88, 25.10
2834, -39.11, -11.54, 24.44
2840, -38.67, -11.05, 23.43
2844, -38.35, -10.73, 22.73
2850, -37.91, -10.19, 21.67
2854, -37.60, -9.77, 20.93
2860, -37.05, -8.81, 19.45
2864, -36.69, -8.29, 18.29
2870, -36.15, -7.64, 16.51
2874, -35.75, -7.25, 15.34
2880, -35.21, -6.69, 13.61
2884, -34.84, -6.14, 12.55
2890, -34.34, -5.29, 11.06
2894, -33.99, -4.84, 10.02
2900, -33.43, -4.13, 8.55
2904, -33.06, -3.50, 7.70
2910, -32.46, -2.59, 6.45
2914, -32.02, -2.13, 5.53
2920, -31.28, -1.27, 4.44
2924, -30.85, -0.63, 3.86
2930, -30.23, -0.23, 2.96
2934, -29.88, 0.04, 2.30
2940, -29.23, 0.61, 1.23
2944, -28.80, 1.21, 0.72
2950, -28.19, 1.87, -0.32
2954, -27.84, 2.33, -1.04
2960, -27.23, 3.19, -2.03
2964, -26.76, 3.95, -2.60
2969, -26.16, 5.07, -3.24
2975, -25.39, 6.54, -4.06
2979, -24.79, 7.76, -4.64
2985, -23.95, 9.57, -5.52
2989, -23.33, 11.01, -6.27
2995, -22.63, 13.33, -7.97
2999, -22.20, 14.89, -9.07
3005, -21.39, 17.24, -10.29
3009, -20.97, 18.71, -11.32
3015, -20.35, 20.96, -12.79
3019, -19.96, 22.47, -13.74
3025, -19.50, 24.69, -15.27
3029, -19.27, 25.96, -16.20
3035, -19.05, 27.64, -17.60
3039, -18.96, 28.66, -18.46
3045, -18.86, 30.01, -19.56
3049, -18.79, 30.77, -20.26
3055, -18.71, 31.85, -21.16
3059, -18.61, 32.53, -21.67
3065, -18.52, 33.42, -22.43
3069, -18.35, 33.89, -22.80
3075, -18.05, 34.03, -23.04
3079, -17.93, 34.18, -23.37
3085, -17.62, 34.81, -23.84
3089, -17.47, 35.60, -24.32
3095, -17.10, 36.53, -24.91
3099, -16.86, 36.91, -25.32
3105, -16.50, 37.44, -25.94
3109, -16.26, 37.79, -26.41
3115, -15.73, 38.57, -27.00
3119, -15.35, 39.10, -27.41
3125, -14.94, 39.57, -28.34
3129, -14.57, 40.00, -28.82
3135, -14.30, 40.77, -29.76
3139, -14.09, 41.10, -30.38
3145, -13.70, 41.17, -30.92
3149, -13.35, 41.31, -31.21
3155, -12.75, 41.83, -31.69
3159, -12.33, 42.28, -31.96
3165, -11.66, 42.74, -32.27
3169, -11.36, 42.96, -32.79
3175, -11.08, 43.44, -33.79
3179, -10.70, 43.68, -34.18
3185, -10.10, 43.98, -34.59
3189, -9.71, 44.19, -34.90
3195, -9.34, 44.59, -35.73
3199, -8.89, 44.81, -35.96
3204, -8.46, 45.02, -36.34
3210, -8.19, 45.40, -37.09
3214, -8.04, 45.68, -37.57
3220, -8.02, 46.26, -38.33
3224, -8.00, 46.63, -38.82
3230, -7.78, 47.06, -39.42
3234, -7.62, 47.32, -39.80
3240, -7.40, 47.66, -40.29
3244, -7.15, 47.78, -40.50
3250, -6.67, 48.00, -40.68
3254, -6.42, 48.17, -40.91
3260, -6.27, 48.51, -41.41
3264, -6.13, 48.72, -41.69
3270, -5.96, 48.95, -42.10
3274, -5.85, 49.13, -42.35
3280, -5.68, 49.40, -42.71
3284, -5.59, 49.54, -42.92
3290, -5.52, 49.69, -43.22
3294, -5.48, 49.72, -43.36
3300, -5.30, 49.77, -43.36
3304, -5.18, 49.75, -43.31
3310, -4.71, 49.70, -42.89
3314, -4.39, 49.62, -42.56
3320, -3.79, 49.39, -41.85
3324, -3.37, 49.24, -41.27
3330, -2.61, 48.92, -40.15
3334, -2.04, 48.52, -39.32
3340, -1.03, 47.81, -37.91
3344, -0.41, 47.40, -36.95
3350, 0.44, 46.79, -35.47
3354, 1.09, 46.41, -34.31
3360, 2.24, 45.69, -32.40
3364, 2.81, 45.13, -31.30
3370, 3.79, 44.21, -29.57
3374, 4.43, 43.49, -28.43
3380, 5.42, 42.61, -26.72
3384, 5.91, 41.90, -25.73
3390, 7.00, 41.15, -23.90
3394, 7.46, 40.79, -22.99
3399, 7.78, 40.30, -21.97
3403, 8.02, 40.07, -21.23
3410, 8.37, 39.71, -19.99
3414, 8.55, 39.47, -19.22
3420, 8.77, 39.08, -18.05
3424, 8.94, 38.83, -17.19
3430, 9.22, 38.45, -15.85
3434, 9.36, 38.16, -14.95
3439, 9.58, 37.78, -13.71
3445, 9.83, 37.23, -12.18
3449, 9.92, 36.74, -11.23
3454, 10.39, 35.88, -9.41
3458, 10.84, 35.32, -7.87
3464, 11.47, 34.54, -5.53
3468, 11.88, 34.00, -3.95
3475, 12.54, 33.22, -1.47
3479, 12.90, 32.75, 0.03
3485, 13.47, 31.94, 2.24
3489, 13.74, 31.25, 3.58
3495, 13.74, 30.19, 4.95
3499, 13.72, 29.52, 5.86
3504, 13.66, 28.67, 7.09
3508, 13.63, 28.22, 7.89
3515, 13.63, 27.59, 9.20
3519, 13.72, 27.43, 10.15
3525, 13.85, 27.17, 11.56
3529, 13.84, 26.81, 12.38
3534, 13.83, 26.23, 13.63
3538, 13.82, 25.87, 14.53
3544, 13.86, 25.52, 15.79
3548, 13.95, 25.34, 16.69
3555, 14.17, 25.08, 18.18
3559, 14.28, 24.87, 19.05
3565, 14.39, 24.47, 20.30
3568, 14.45, 24.09, 21.14
3574, 14.56, 23.42, 22.45
3578, 14.65, 23.02, 23.39
3584, 14.85, 22.69, 24.94
3589, 15.01, 22.48, 26.19
3595, 15.14, 22.17, 27.85
3598, 15.22, 21.99, 29.19
3604, 15.53, 21.52, 31.54
3608, 15.44, 21.21, 32.74
3614, 15.37, 20.80, 34.76
3618, 15.23, 20.49, 36.03
3625, 14.94, 19.91, 37.84
3628, 14.76, 19.64, 38.91
3634, 14.54, 19.30, 40.49
3638, 14.43, 19.15, 41.87
3644, 14.39, 18.88, 43.95
3648, 14.27, 18.55, 45.33
3655, 13.88, 18.01, 47.32
3658, 13.45, 17.37, 48.42
3664, 12.76, 16.33, 49.79
3668, 12.29, 15.65, 50.57
3673, 11.76, 14.82, 51.51
3679, 11.11, 13.85, 52.54
3685, 10.45, 13.01, 53.36
3689, 9.92, 12.47, 53.86
3693, 9.19, 11.88, 54.45
3699, 8.25, 11.23, 55.09
3703, 7.60, 10.78, 55.50
3709, 6.57, 10.20, 56.13
3713, 5.83, 9.76, 56.55
3719, 4.62, 9.11, 57.17
3723, 3.90, 8.73, 57.53
3729, 2.85, 8.30, 58.06
3733, 2.14, 8.10, 58.43
3739, 1.07, 7.87, 58.99
3743, 0.31, 7.74, 59.32
3749, -0.86, 7.49, 59.73
3753, -1.67, 7.26, 59.99
3759, -3.01, 7.06, 60.46
3763, -3.88, 6.98, 60.72
3769, -5.23, 6.74, 61.01
3773, -6.15, 6.53, 61.24
3779, -7.47, 6.14, 61.66
3783, -8.31, 5.81, 61.95
3789, -9.49, 5.31, 62.31
3793, -10.24, 4.98, 62.52
3799, -11.34, 4.57, 62.82
3803, -12.08, 4.41, 63.04
3809, -13.27, 4.23, 63.33
3813, -14.03, 4.11, 63.42
3819, -15.20, 3.93, 63.48
3823, -15.99, 3.78, 63.52
3829, -17.16, 3.51, 63.52
3833, -17.94, 3.26, 63.47
3839, -19.06, 2.82, 63.36
3843, -19.77, 2.50, 63.28
3849, -20.73, 1.98, 63.14
3853, -21.35, 1.62, 63.02
3859, -22.33, 0.98, 62.70
3863, -22.90, 0.55, 62.46
3869, -23.67, -0.01, 62.19
3873, -24.17, -0.38, 62.01
3879, -24.97, -1.06, 61.70
3883, -25.51, -1.54, 61.50
3889, -26.34, -2.26, 61.20
3893, -26.92, -2.72, 61.01
3899, -27.82, -3.33, 60.77
3903, -28.46, -3.71, 60.57
3908, -29.27, -4.31, 60.08
3914, -30.11, -5.15, 59.48
3918, -30.61, -5.60, 59.12
3924, -31.13, -6.10, 57.98
3928, -31.35, -6.58, 57.09
3934, -31.65, -7.23, 55.63
